Id,LotFrontage,LotArea,LotConfig,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SalePrice,Gar2,Shed,TenC,TotalBath,Bedroom/Bathroom
1106,98.0,12256,Corner,18,8,5,1994,1995,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,Av,6,1463,5,2622,3,1,4,9,6,2,3,1994.0,2,2,712,3,3,3,186,32,0,0,0,0,0,0,4,2010,Normal,325000,0,0,0,4,0.75
1107,114.0,10357,Corner,13,7,5,1990,1991,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Mn,6,910,4,1442,3,1,4,6,6,1,3,1990.0,3,2,719,3,3,3,0,244,0,0,0,0,0,0,5,2007,Normal,179900,0,0,0,3,1.0
1108,168.0,23257,CulDSac,14,7,5,2006,2006,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,NoExposure,1,868,5,2021,3,1,4,9,6,1,4,2006.0,2,2,422,3,3,3,0,100,0,0,0,0,0,0,9,2006,Partial,274725,0,0,0,3,1.0
1109,62.34014366247801,8063,Inside,14,6,5,2000,2000,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,NoExposure,1,924,5,1690,3,1,3,7,6,1,3,2000.0,2,2,463,3,3,3,100,48,0,0,0,0,0,0,11,2007,Abnorml,181000,0,0,0,3,1.0
1110,107.0,11362,Inside,24,8,5,2004,2005,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5,3,Mn,6,1836,5,1836,3,1,4,7,6,1,4,2004.0,3,3,862,3,3,3,125,185,0,0,0,0,0,0,3,2009,Normal,280000,0,0,0,3,1.0
1111,50.0,8000,Inside,14,6,5,1995,1996,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,NoExposure,6,773,4,1658,3,1,3,8,6,1,3,1995.0,3,2,431,3,3,3,224,84,0,0,0,0,0,0,6,2008,Normal,188000,0,0,0,4,0.75
1112,80.0,10480,Inside,9,7,6,1976,1976,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,NoExposure,5,803,3,1964,4,1,3,8,6,1,4,1976.0,2,2,483,3,3,3,0,69,0,0,0,0,0,0,9,2008,Normal,205000,0,0,0,3,1.3333333333333333
1113,73.0,7100,Corner,10,5,7,1957,1957,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,6,816,3,816,2,1,3,5,6,0,0,1957.0,1,1,308,3,3,3,0,0,0,0,0,0,0,0,7,2006,Normal,129900,0,0,0,2,1.0
1114,66.0,8923,Inside,10,5,7,1953,2006,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,NoExposure,4,1008,4,1008,2,1,4,6,6,0,0,1953.0,1,1,240,3,3,3,0,18,0,0,0,0,0,0,5,2007,Normal,134500,0,0,0,2,1.0
1115,90.0,5400,Inside,3,5,7,1954,2000,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,NoExposure,3,833,5,833,2,1,4,4,6,0,0,1955.0,1,1,326,3,3,3,0,0,0,0,0,0,0,3,8,2006,Normal,117000,0,0,0,1,2.0
1116,93.0,12085,Inside,24,8,5,2007,2007,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5,3,NoExposure,6,1734,5,1734,3,1,5,7,6,1,4,2007.0,2,3,928,3,3,3,0,0,0,0,0,0,0,0,11,2007,Partial,318000,0,0,0,3,1.0
1117,66.25476425861547,7750,Inside,14,8,5,2002,2002,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,6,408,5,1419,3,1,4,7,6,1,3,2002.0,3,2,527,3,3,3,120,0,0,0,0,0,0,0,3,2009,Normal,184100,0,0,0,4,0.75
1118,57.0,9764,FR2,12,5,7,1967,2003,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,NoExposure,4,894,5,894,3,1,4,5,6,0,0,1967.0,2,2,450,3,3,3,0,0,0,0,0,0,0,0,5,2008,Normal,130000,0,0,0,2,1.5
1119,85.0,13825,Inside,12,5,6,1958,1987,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,NoExposure,1,533,3,1601,3,1,3,6,6,0,0,1958.0,2,1,300,3,3,3,280,34,0,0,0,0,0,0,12,2008,Normal,140000,0,0,0,2,1.5
1120,70.0,7560,Inside,10,5,5,1959,1959,Other,Wd Sdng,None,0.0,3,3,CBlock,3,3,NoExposure,2,1040,3,1040,3,1,3,6,6,0,0,1959.0,2,1,286,3,3,3,140,0,252,0,0,0,0,2,7,2006,Normal,133700,0,0,0,1,3.0
1121,59.0,8263,Inside,2,6,5,1920,1950,Other,Other,None,0.0,3,3,BrkTil,3,3,NoExposure,1,1012,3,1012,2,1,3,6,6,1,4,1920.0,1,1,308,3,3,3,0,22,112,0,0,0,0,3,5,2007,Normal,118400,0,0,0,1,2.0
1122,84.0,10084,Inside,20,7,5,2005,2006,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,Av,6,1552,5,1552,3,1,4,7,6,0,0,2005.0,2,3,782,3,3,3,144,20,0,0,0,0,0,0,7,2006,Partial,212900,0,0,0,2,1.5
1123,72.01227484683372,8926,Corner,6,4,3,1956,1956,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,1,672,5,960,3,1,3,5,6,0,0,1956.0,1,1,288,3,3,3,64,0,0,0,160,0,0,3,10,2009,Abnorml,112000,0,0,0,1,3.0
1124,50.0,9405,Inside,6,5,9,1947,2008,VinylSd,VinylSd,None,0.0,3,5,CBlock,3,3,NoExposure,1,698,5,698,2,1,3,4,6,0,0,0.0,0,0,0,0,0,3,0,200,0,0,0,0,0,0,6,2009,Normal,118000,0,0,0,2,1.0
1125,69.79487678907654,9125,Inside,14,7,5,1992,1992,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,4,3,NoExposure,1,384,4,1482,3,1,4,7,6,1,3,1992.0,3,2,392,3,3,3,100,25,0,0,0,0,0,0,7,2007,Normal,163900,0,0,0,3,1.0
1126,60.0,10434,Inside,10,4,5,1955,1955,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,1,1005,3,1005,2,1,2,5,6,1,3,1977.0,1,2,672,2,2,3,0,0,0,0,0,0,0,0,11,2009,Normal,115000,0,0,0,1,2.0
1127,53.0,3684,Inside,19,7,5,2007,2007,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,NoExposure,1,1373,5,1555,2,1,4,7,6,1,3,2007.0,3,3,660,3,3,3,143,20,0,0,0,0,0,0,6,2009,Normal,174000,0,0,0,2,1.0
1128,182.0,14572,Corner,14,7,5,2004,2004,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,6,1530,5,1530,3,1,4,7,6,1,4,2004.0,3,3,630,3,3,3,144,36,0,0,0,0,0,0,11,2007,Family,259000,0,0,0,3,1.0
1129,59.0,11796,Inside,14,7,5,2004,2005,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,847,5,1959,4,1,4,8,6,1,4,2004.0,3,2,434,3,3,3,100,48,0,0,0,0,0,0,7,2007,Normal,215000,0,0,0,3,1.3333333333333333
1130,60.0,7200,Inside,3,5,5,1980,1980,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,Gd,6,936,3,936,2,1,3,4,6,0,0,1980.0,1,2,672,3,3,3,49,0,0,0,0,0,0,0,8,2007,Normal,140000,0,0,0,2,1.0
1131,65.0,7804,Inside,1,4,3,1928,1950,Other,Plywood,None,0.0,3,3,BrkTil,3,3,NoExposure,4,1122,3,1981,4,1,4,7,6,2,3,1981.0,1,2,576,3,3,3,431,44,0,0,0,0,0,3,12,2009,Normal,135000,0,0,0,3,1.3333333333333333
1132,63.0,10712,Inside,17,5,5,1991,1992,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,Mn,4,974,3,974,3,1,3,5,6,0,0,0.0,0,0,0,0,0,3,0,28,0,0,0,0,0,3,9,2007,Abnorml,93500,0,0,0,1,3.0
1133,90.0,9900,Inside,3,6,4,1880,1950,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,Mn,1,1008,3,2210,5,1,2,8,6,0,0,1930.0,1,1,205,2,3,1,0,48,0,0,0,0,0,0,5,2007,Normal,117500,0,0,0,2,2.5
1134,80.0,9828,Inside,13,8,5,1995,1995,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,6,1128,5,2020,3,1,4,8,6,1,3,1995.0,2,2,466,3,3,3,0,155,0,0,0,0,0,0,6,2009,Normal,239500,0,0,0,3,1.0
1135,57.0,8773,Inside,14,6,5,1997,1997,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Av,1,916,4,1600,3,1,3,7,6,1,3,1997.0,3,2,460,3,3,3,100,38,0,0,0,0,0,0,8,2007,Normal,169000,0,0,0,3,1.0
1136,60.0,6180,Corner,8,6,5,1926,1950,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,NoExposure,1,960,3,986,2,1,3,5,6,1,4,1926.0,1,1,180,3,3,3,0,128,0,0,0,0,0,0,5,2007,Normal,102000,0,0,0,1,2.0
1137,80.0,9600,Inside,10,6,5,1950,1950,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,NoExposure,4,1032,3,1252,3,1,3,6,6,0,0,1950.0,1,1,288,3,3,3,0,0,96,0,0,0,0,0,4,2008,Abnorml,119000,0,0,0,1,3.0
1138,54.0,6342,Inside,12,5,8,1875,1996,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,NoExposure,1,780,4,1020,2,1,3,6,6,0,0,0.0,0,0,0,0,0,1,0,0,176,0,0,0,0,0,5,2010,Normal,94000,0,0,0,1,2.0
1139,72.49342026865119,9819,Inside,17,6,5,1977,1977,Plywood,Other,None,0.0,3,3,PConc,3,3,Gd,5,1567,3,1567,2,1,4,5,6,2,3,1977.0,2,2,714,3,3,3,264,32,0,0,0,0,0,0,5,2009,Normal,196000,0,0,0,3,0.6666666666666666
1140,98.0,8731,Inside,8,5,5,1920,1950,Other,Other,None,0.0,3,2,BrkTil,3,3,NoExposure,4,915,3,1167,3,1,3,6,4,1,4,1972.0,1,2,495,3,3,3,0,0,216,0,126,0,0,0,5,2007,Normal,144000,0,0,0,1,3.0
1141,60.0,7350,Corner,10,5,7,1951,1951,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,Mn,5,952,3,952,2,1,3,4,6,0,0,1988.0,1,2,840,3,3,3,0,0,0,0,0,0,0,0,6,2008,Abnorml,139000,0,0,0,2,1.0
1142,68.00918620773001,10304,CulDSac,9,5,7,1976,1976,Plywood,Plywood,BrkFace,44.0,3,4,CBlock,3,3,NoExposure,5,780,5,1868,4,1,4,9,6,1,3,1976.0,1,2,484,3,3,3,448,96,0,0,0,0,0,0,10,2009,Normal,197500,0,0,0,4,1.0
1143,77.0,9965,Inside,20,8,5,2006,2007,VinylSd,VinylSd,Stone,340.0,4,3,PConc,5,3,Gd,6,1466,5,2828,4,1,4,11,6,1,3,2006.0,2,3,1052,3,3,3,125,144,0,0,0,0,0,0,4,2007,Partial,424870,0,0,0,4,1.0
1144,66.33333333333333,9000,Inside,12,5,3,1959,1959,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,6,1006,3,1006,3,1,3,5,6,0,0,0.0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,7,2008,Normal,80000,0,0,0,1,3.0
1145,60.0,12180,Inside,6,4,4,1941,1950,MetalSd,MetalSd,None,0.0,3,2,BrkTil,4,3,NoExposure,4,672,2,924,2,1,2,5,6,0,0,1941.0,1,1,280,3,3,3,0,0,0,0,0,0,0,3,7,2010,Normal,80000,0,0,0,2,1.0
1146,52.0,6240,Inside,8,5,6,1928,1950,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,NoExposure,1,1042,5,1576,3,1,3,8,6,1,4,1928.0,1,1,225,3,3,3,0,0,0,0,0,0,0,0,8,2006,Family,149000,0,0,0,1,3.0
1147,70.0,11200,Inside,13,6,5,1985,1985,Wd Sdng,Other,BrkFace,85.0,4,3,CBlock,4,3,NoExposure,6,1298,3,1298,3,1,4,5,6,1,3,1985.0,1,2,403,3,3,3,165,26,0,0,0,0,0,0,5,2006,Normal,180000,0,0,0,3,1.0
1148,75.0,12000,Inside,15,7,7,1941,1950,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,3,704,5,1564,3,1,2,7,6,1,4,1941.0,1,1,234,3,3,3,0,0,0,0,0,0,0,0,7,2009,Normal,174500,0,0,0,2,1.5
1149,56.687297944848275,5700,Inside,3,7,7,1926,1950,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,NoExposure,1,572,3,1111,2,1,3,5,6,1,4,1982.0,1,1,288,3,3,3,0,0,176,0,0,0,0,0,8,2008,Normal,116900,0,0,0,1,2.0
1150,50.0,9000,Inside,3,7,9,1920,1988,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,NoExposure,5,650,5,1482,3,1,3,7,6,0,0,1930.0,1,2,324,3,3,3,0,0,0,0,0,0,0,0,7,2009,Normal,143000,0,0,0,2,1.5
1151,57.0,8280,Inside,10,6,5,1950,1950,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,1,932,5,932,2,1,4,4,6,1,4,1950.0,1,1,306,3,3,3,0,0,214,0,0,0,0,4,11,2007,Normal,124000,0,0,0,1,2.0
1152,134.0,17755,Inside,6,5,4,1959,1959,HdBoard,Plywood,BrkFace,132.0,3,3,CBlock,3,3,NoExposure,4,1466,3,1466,3,1,2,6,6,2,4,1959.0,3,2,528,3,3,3,0,140,0,0,100,0,0,0,11,2006,Normal,149900,0,0,0,2,1.5
1153,90.0,14115,Inside,15,6,7,1956,2004,Other,Other,None,0.0,3,3,PConc,3,3,NoExposure,5,1073,5,1811,2,1,5,6,6,1,4,1956.0,3,2,470,3,3,3,0,0,280,0,0,0,0,0,7,2006,Abnorml,230000,0,0,0,1,2.0
1154,55.46572072518617,5890,Corner,2,6,8,1930,2007,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,Av,5,816,5,816,2,1,3,5,6,0,0,2002.0,1,1,432,3,3,3,0,0,96,0,0,0,0,0,6,2008,Normal,120500,0,0,0,1,2.0
1155,80.82768144424162,13700,Inside,10,7,6,1965,1988,VinylSd,VinylSd,Stone,288.0,3,3,CBlock,3,3,Gd,5,864,3,1820,4,1,4,8,6,2,4,1965.0,1,2,492,3,3,3,60,84,0,0,273,0,0,4,5,2008,Normal,201800,0,0,0,3,1.3333333333333333
1156,90.0,10768,Corner,23,5,8,1976,2004,Plywood,Plywood,None,0.0,4,4,CBlock,4,3,Gd,5,1437,3,1437,3,1,4,6,6,1,2,1976.0,2,2,528,3,3,3,0,21,0,0,180,0,0,0,7,2007,Normal,218000,0,0,0,3,1.0
1157,85.0,9350,Inside,10,5,8,1965,1999,Other,Other,None,0.0,3,4,PConc,3,3,Gd,5,1219,4,1265,3,1,4,6,6,1,4,1965.0,2,2,502,3,3,3,0,92,0,96,0,0,0,3,10,2008,Normal,179900,0,0,0,3,1.0
1158,34.0,5001,Inside,24,7,5,2007,2008,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,NoExposure,6,1314,5,1314,2,1,4,6,6,1,4,2008.0,2,2,626,3,3,3,172,62,0,0,0,0,0,0,7,2009,Normal,230000,0,0,0,3,0.6666666666666666
1159,92.0,11932,FR2,22,8,5,2007,2008,VinylSd,VinylSd,Stone,186.0,4,3,PConc,4,3,NoExposure,1,1580,5,1580,3,1,4,7,6,0,0,2008.0,2,3,830,3,3,3,0,24,0,0,0,0,0,0,6,2008,Partial,235128,0,0,0,2,1.5
1160,76.0,9120,Inside,9,6,6,1974,1974,HdBoard,HdBoard,BrkFace,270.0,4,3,CBlock,3,3,NoExposure,5,901,3,1876,4,1,4,8,6,1,3,1974.0,2,2,540,4,3,3,0,69,0,0,0,0,0,0,7,2008,Normal,185000,0,0,0,3,1.3333333333333333
1161,24.0,2280,Inside,11,6,5,1978,1978,Plywood,Other,None,0.0,3,3,CBlock,4,3,NoExposure,5,855,2,1456,3,1,3,7,6,1,3,1978.0,1,2,440,3,3,3,26,0,0,0,0,0,0,0,7,2010,Normal,146000,0,0,0,3,1.0
1162,60.79888472543005,14778,CulDSac,15,6,7,1954,2006,HdBoard,HdBoard,BrkFace,72.0,4,3,CBlock,3,3,NoExposure,4,1296,5,1640,3,1,4,7,6,1,4,1993.0,1,2,924,3,3,3,108,0,0,216,0,0,0,0,11,2008,Normal,224000,0,0,0,2,1.5
1163,109.0,8724,Inside,12,5,5,1968,1968,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,NoExposure,4,894,4,894,3,1,3,5,6,1,1,1968.0,3,2,450,3,3,3,0,0,0,0,0,0,0,0,5,2007,Normal,129000,0,0,0,1,3.0
1164,60.0,12900,Inside,12,4,4,1969,1969,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,Av,6,1198,3,1258,0,2,3,6,6,0,0,1969.0,1,2,400,2,3,3,120,0,0,0,0,0,0,0,1,2008,Alloca,108959,0,0,0,4,0.0
1165,95.3685233094668,16157,FR2,23,5,7,1978,1978,Plywood,Plywood,None,0.0,3,3,PConc,4,3,Gd,5,1360,5,1432,2,1,4,5,6,1,3,1978.0,1,2,588,3,3,3,168,180,0,0,0,0,0,0,6,2007,Normal,194000,0,0,0,3,0.6666666666666666
1166,79.0,9541,Inside,24,7,5,2009,2009,VinylSd,VinylSd,Stone,268.0,4,3,PConc,4,3,NoExposure,1,1502,5,1502,3,1,4,7,6,0,0,2009.0,2,2,644,3,3,3,0,114,0,0,0,0,0,0,9,2009,Partial,233170,0,0,0,2,1.5
1167,64.0,10475,Corner,20,8,5,2008,2008,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,Av,1,1694,5,1694,3,1,4,7,6,0,0,2008.0,2,3,776,3,3,3,160,33,0,0,0,0,0,0,2,2010,Normal,245350,0,0,0,2,1.5
1168,58.0,10852,Inside,14,6,5,2000,2000,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,NoExposure,6,959,5,1671,3,1,3,7,6,1,3,2000.0,3,2,472,3,3,3,0,38,0,0,0,0,0,0,2,2006,Normal,173000,0,0,0,4,0.75
1169,120.0,13728,Corner,6,6,7,1935,1986,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,3,1127,5,2108,4,1,4,7,6,2,3,1935.0,1,2,540,3,3,3,0,0,0,0,90,0,0,0,7,2008,Normal,235000,0,0,0,2,2.0
1170,118.0,35760,CulDSac,18,10,5,1995,1996,HdBoard,HdBoard,BrkFace,1378.0,4,4,PConc,5,3,Gd,6,1930,5,3627,4,1,4,10,6,1,3,1995.0,3,3,807,3,3,3,361,76,0,0,0,0,0,0,7,2006,Normal,625000,0,0,0,5,0.8
1171,76.0,9880,Inside,17,6,6,1977,1977,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,Av,5,1096,3,1118,3,1,3,6,6,1,1,1977.0,3,1,358,3,3,3,203,0,0,0,0,576,3,4,7,2008,Normal,171000,0,0,0,2,1.5
1172,76.0,9120,Inside,10,6,6,1958,1958,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,5,1261,5,1261,3,1,3,6,6,1,3,1958.0,2,2,433,3,3,3,0,0,0,0,288,0,0,0,11,2008,Normal,163000,0,1400,0,2,1.5
1173,35.0,4017,Inside,22,7,5,2006,2007,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,NoExposure,1,625,5,1250,2,1,4,5,6,0,0,2006.0,3,2,625,3,3,3,0,54,0,0,0,0,0,0,3,2008,Normal,171900,0,0,0,3,0.6666666666666666
1174,138.0,18030,Inside,16,5,6,1946,1994,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,3,1598,3,3086,3,1,5,12,4,1,4,0.0,0,0,0,0,0,3,122,0,0,0,0,0,0,3,3,2007,Normal,200500,0,0,0,3,1.0
1175,80.0,16560,Inside,15,6,8,1932,1950,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,NoExposure,3,952,3,2345,4,1,3,9,6,1,4,1932.0,1,2,360,3,3,3,0,0,0,0,0,0,0,0,7,2006,Normal,239000,0,0,0,3,1.3333333333333333
1176,85.0,10678,Inside,18,8,5,1992,2000,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4,3,NoExposure,6,1683,5,2872,4,1,4,9,6,1,3,1992.0,3,2,541,3,3,3,0,33,0,0,0,0,0,0,4,2007,Normal,285000,0,0,0,3,1.3333333333333333
1177,37.0,6951,CulDSac,17,5,5,1984,1985,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,5,876,3,923,3,1,3,5,6,0,0,1984.0,1,1,264,3,3,3,362,0,0,0,0,0,0,3,10,2008,Normal,119500,0,0,0,2,1.5
1178,46.52439772321442,3950,Inside,3,6,8,1926,2004,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,3,818,3,1224,3,1,3,5,6,0,0,1926.0,1,1,210,3,3,1,0,0,116,0,0,0,0,0,12,2009,Normal,115000,0,0,0,1,3.0
1179,54.0,7681,FR2,15,5,6,1921,1950,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,NoExposure,1,731,5,1343,3,1,3,7,6,1,4,1921.0,1,1,186,2,3,3,192,0,102,0,0,0,0,0,7,2009,Normal,154900,0,0,0,2,1.5
1180,77.0,8335,Corner,6,5,5,1954,1954,Wd Sdng,Wd Sdng,None,0.0,3,3,Other,0,0,NoBsmt,0,0,4,1124,3,1,3,5,6,1,4,0.0,0,0,0,0,0,1,0,36,190,0,0,0,0,0,4,2006,Normal,93000,0,0,0,1,3.0
1181,97.91429560459083,11170,Corner,21,7,5,1990,1991,MetalSd,MetalSd,None,0.0,3,3,Other,4,3,NoExposure,2,1216,5,2514,4,1,3,8,6,0,0,1990.0,3,2,693,3,3,3,0,0,0,0,0,0,0,4,4,2006,Normal,250000,0,0,0,3,1.3333333333333333
1182,64.0,5587,Inside,15,8,5,2008,2008,Other,CmentBd,Stone,186.0,5,3,PConc,5,3,Gd,6,1600,5,1652,2,1,4,5,6,1,4,2008.0,3,2,482,3,3,3,162,53,0,153,0,0,0,0,11,2008,Partial,392500,0,0,0,4,0.5
1183,160.0,15623,Corner,18,10,5,1996,1996,Wd Sdng,Other,None,0.0,4,3,PConc,5,3,Av,6,2396,5,4476,4,1,5,10,6,2,3,1996.0,3,3,813,3,3,3,171,78,0,0,0,555,4,3,7,2007,Abnorml,745000,0,0,0,5,0.8
1184,60.0,10800,Inside,3,5,6,1920,1950,Other,Other,None,0.0,3,3,BrkTil,3,3,NoExposure,3,1120,5,1130,2,1,3,5,6,1,4,1970.0,1,2,720,3,3,3,229,0,0,0,0,0,0,0,6,2006,Normal,120000,0,0,0,2,1.0
1185,50.0,35133,Inside,21,5,4,1963,1963,MetalSd,MetalSd,BrkFace,226.0,3,3,CBlock,3,3,Gd,3,1572,4,1572,3,1,3,5,6,2,3,1963.0,2,3,995,3,3,3,0,263,0,0,263,0,0,0,5,2007,Normal,186700,0,0,0,3,1.0
1186,60.0,9738,Inside,6,5,7,1924,1950,Other,Other,None,0.0,3,4,BrkTil,3,3,NoExposure,4,784,4,1221,4,1,3,7,6,0,0,1965.0,1,1,392,3,3,3,0,0,236,0,0,0,0,0,3,2006,Normal,104900,0,0,0,2,2.0
1187,107.0,10615,Corner,3,3,5,1900,1970,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,Mn,4,978,3,1699,3,2,3,7,6,0,0,1920.0,1,2,420,2,2,3,0,74,0,0,0,0,0,0,8,2009,Abnorml,95000,0,0,0,3,1.0
1188,89.0,12461,Corner,18,8,5,1994,1995,Other,Other,None,0.0,4,3,PConc,4,3,NoExposure,6,1624,5,1624,2,1,4,5,6,1,2,1994.0,2,3,757,3,3,3,0,114,192,0,0,0,0,4,7,2006,Normal,262000,0,0,0,3,0.6666666666666666
1189,68.0,8935,Inside,20,7,5,2002,2002,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4,3,NoExposure,1,831,5,1660,3,1,4,7,6,0,0,2002.0,2,2,493,3,3,3,144,68,0,0,0,0,0,0,7,2009,Normal,195000,0,0,0,3,1.0
1190,60.0,7500,Inside,14,7,5,1999,1999,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,NoExposure,1,994,4,1804,3,1,4,7,6,1,3,1999.0,3,2,442,3,3,3,140,60,0,0,0,0,0,0,6,2010,Normal,189000,0,0,0,3,1.0
1191,100.40688704305123,32463,Inside,17,4,4,1961,1975,MetalSd,MetalSd,Stone,149.0,3,4,CBlock,3,3,Av,4,1249,5,1622,3,1,3,7,6,1,3,1975.0,3,4,1356,3,3,3,439,0,0,0,0,0,0,0,3,2007,Normal,168000,0,0,0,2,1.5
1192,24.0,2645,Inside,22,8,5,1999,2000,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,NoExposure,1,776,5,1441,2,1,4,5,6,0,0,1999.0,1,2,492,3,3,3,206,0,0,0,0,0,0,0,11,2007,Normal,174000,0,0,0,3,0.6666666666666666
1193,60.0,9600,Inside,3,5,8,1925,1994,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,Mn,1,702,4,1472,3,1,4,6,6,0,0,1925.0,1,1,250,3,2,2,0,0,84,0,0,0,0,2,7,2007,Normal,125000,0,0,0,1,3.0
1194,32.0,4500,FR2,17,6,5,1999,1999,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,3,NoExposure,6,1224,5,1224,2,1,3,5,6,0,0,1999.0,3,2,402,3,3,3,0,304,0,0,0,0,0,0,6,2009,Normal,165000,0,0,0,3,0.6666666666666666
1195,80.0,9364,Corner,12,6,7,1969,1969,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,3,3,NoExposure,5,663,3,1352,4,1,3,7,6,0,0,1969.0,3,1,299,3,3,3,379,36,0,0,0,0,0,3,3,2010,Normal,158000,0,0,0,2,2.0
1196,51.0,8029,Inside,14,6,5,2005,2005,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,NoExposure,1,728,5,1456,3,1,4,8,6,0,0,2005.0,3,2,400,3,3,3,100,24,0,0,0,0,0,0,7,2008,Normal,176000,0,0,0,3,1.0
1197,58.0,14054,Inside,14,7,5,2006,2006,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,879,5,1863,4,1,4,9,6,1,4,2006.0,3,3,660,3,3,3,100,17,0,0,0,0,0,0,11,2006,Partial,219210,0,0,0,3,1.3333333333333333
1198,65.0,8850,Corner,3,7,6,1916,1950,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,NoExposure,1,815,5,1690,3,1,3,7,6,1,4,1916.0,1,1,225,3,3,3,0,0,330,0,0,0,0,0,7,2006,Normal,144000,0,0,0,1,3.0
1199,70.0,9100,Inside,20,7,5,2001,2001,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,1,1212,5,1212,3,1,4,6,6,0,0,2001.0,2,2,573,3,3,3,356,0,0,0,0,0,0,0,6,2009,Normal,178000,0,0,0,2,1.5
